abnormal pos: x = 0, y = 0, cpnt = 0, average =  85.00
abnormal pos: x = 221, y = 29, cpnt = 0, average =  33.20
abnormal pos: x = 221, y = 29, cpnt = 1, average =  32.40
abnormal pos: x = 222, y = 29, cpnt = 1, average =  30.80
abnormal pos: x = 223, y = 29, cpnt = 0, average =  30.60
abnormal pos: x = 223, y = 29, cpnt = 1, average =  30.30
abnormal pos: x = 288, y = 29, cpnt = 1, average =  33.80
abnormal pos: x = 288, y = 29, cpnt = 2, average =  31.40
abnormal pos: x = 289, y = 29, cpnt = 1, average =  34.60
abnormal pos: x = 289, y = 29, cpnt = 2, average =  31.70
abnormal pos: x = 290, y = 29, cpnt = 1, average =  32.70
abnormal pos: x = 290, y = 29, cpnt = 2, average =  30.10
abnormal pos: x = 326, y = 29, cpnt = 0, average =  33.20
abnormal pos: x = 326, y = 29, cpnt = 2, average =  31.80
abnormal pos: x = 327, y = 29, cpnt = 2, average =  30.50
abnormal pos: x = 328, y = 29, cpnt = 0, average =  30.50
abnormal pos: x = 329, y = 29, cpnt = 0, average =  31.00
abnormal pos: x = 330, y = 29, cpnt = 0, average =  30.10
abnormal pos: x = 463, y = 29, cpnt = 1, average =  30.10
abnormal pos: x = 474, y = 29, cpnt = 0, average =  31.80
abnormal pos: x = 475, y = 29, cpnt = 0, average =  33.40
abnormal pos: x = 476, y = 29, cpnt = 0, average =  33.40
abnormal pos: x = 560, y = 29, cpnt = 0, average =  32.00
abnormal pos: x = 561, y = 29, cpnt = 0, average =  33.00
abnormal pos: x = 562, y = 29, cpnt = 0, average =  31.80
abnormal pos: x = 563, y = 29, cpnt = 0, average =  30.10
abnormal pos: x = 564, y = 29, cpnt = 0, average =  30.70
abnormal pos: x = 565, y = 29, cpnt = 0, average =  34.20
abnormal pos: x = 565, y = 29, cpnt = 1, average =  31.40
abnormal pos: x = 14, y = 30, cpnt = 0, average =  31.30
abnormal pos: x = 15, y = 30, cpnt = 0, average =  35.20
abnormal pos: x = 16, y = 30, cpnt = 0, average =  34.40
abnormal pos: x = 16, y = 30, cpnt = 1, average =  30.20
abnormal pos: x = 17, y = 30, cpnt = 0, average =  35.50
abnormal pos: x = 17, y = 30, cpnt = 1, average =  32.30
abnormal pos: x = 18, y = 30, cpnt = 0, average =  33.50
abnormal pos: x = 18, y = 30, cpnt = 1, average =  32.60
abnormal pos: x = 20, y = 30, cpnt = 0, average =  30.40
abnormal pos: x = 20, y = 30, cpnt = 1, average =  30.40
abnormal pos: x = 57, y = 30, cpnt = 0, average =  31.30
abnormal pos: x = 58, y = 30, cpnt = 0, average =  31.60
abnormal pos: x = 71, y = 30, cpnt = 0, average =  33.00
abnormal pos: x = 71, y = 30, cpnt = 1, average =  31.80
abnormal pos: x = 71, y = 30, cpnt = 2, average =  30.60
abnormal pos: x = 90, y = 30, cpnt = 1, average =  33.50
abnormal pos: x = 90, y = 30, cpnt = 2, average =  31.20
abnormal pos: x = 91, y = 30, cpnt = 1, average =  34.40
abnormal pos: x = 92, y = 30, cpnt = 1, average =  33.30
abnormal pos: x = 92, y = 30, cpnt = 2, average =  30.50
abnormal pos: x = 93, y = 30, cpnt = 1, average =  33.50
abnormal pos: x = 93, y = 30, cpnt = 2, average =  31.40
abnormal pos: x = 94, y = 30, cpnt = 1, average =  33.30
abnormal pos: x = 94, y = 30, cpnt = 2, average =  31.30
abnormal pos: x = 130, y = 30, cpnt = 1, average =  31.90
abnormal pos: x = 131, y = 30, cpnt = 1, average =  32.30
abnormal pos: x = 136, y = 30, cpnt = 0, average =  30.80
abnormal pos: x = 138, y = 30, cpnt = 0, average =  30.90
abnormal pos: x = 138, y = 30, cpnt = 2, average =  30.20
abnormal pos: x = 140, y = 30, cpnt = 0, average =  31.00
abnormal pos: x = 141, y = 30, cpnt = 0, average =  30.10
abnormal pos: x = 141, y = 30, cpnt = 2, average =  30.40
abnormal pos: x = 142, y = 30, cpnt = 0, average =  33.20
abnormal pos: x = 143, y = 30, cpnt = 0, average =  31.20
abnormal pos: x = 155, y = 30, cpnt = 0, average =  30.40
abnormal pos: x = 156, y = 30, cpnt = 0, average =  32.50
abnormal pos: x = 157, y = 30, cpnt = 0, average =  30.70
abnormal pos: x = 159, y = 30, cpnt = 0, average =  30.60
abnormal pos: x = 160, y = 30, cpnt = 0, average =  30.80
abnormal pos: x = 193, y = 30, cpnt = 1, average =  32.90
abnormal pos: x = 193, y = 30, cpnt = 2, average =  32.50
abnormal pos: x = 194, y = 30, cpnt = 0, average =  32.50
abnormal pos: x = 194, y = 30, cpnt = 1, average =  35.30
abnormal pos: x = 194, y = 30, cpnt = 2, average =  34.40
abnormal pos: x = 246, y = 30, cpnt = 0, average =  30.70
abnormal pos: x = 247, y = 30, cpnt = 0, average =  31.10
abnormal pos: x = 251, y = 30, cpnt = 0, average =  33.20
abnormal pos: x = 363, y = 30, cpnt = 2, average =  30.70
abnormal pos: x = 364, y = 30, cpnt = 2, average =  32.50
abnormal pos: x = 366, y = 30, cpnt = 2, average =  33.60
abnormal pos: x = 367, y = 30, cpnt = 2, average =  32.90
abnormal pos: x = 368, y = 30, cpnt = 1, average =  30.80
abnormal pos: x = 368, y = 30, cpnt = 2, average =  35.20
abnormal pos: x = 369, y = 30, cpnt = 1, average =  31.40
abnormal pos: x = 369, y = 30, cpnt = 2, average =  34.70
abnormal pos: x = 371, y = 30, cpnt = 2, average =  33.20
abnormal pos: x = 422, y = 30, cpnt = 1, average =  31.60
abnormal pos: x = 422, y = 30, cpnt = 2, average =  30.10
abnormal pos: x = 423, y = 30, cpnt = 1, average =  30.40
abnormal pos: x = 438, y = 30, cpnt = 1, average =  30.80
abnormal pos: x = 439, y = 30, cpnt = 1, average =  30.10
abnormal pos: x = 460, y = 30, cpnt = 0, average =  31.60
abnormal pos: x = 461, y = 30, cpnt = 0, average =  30.20
abnormal pos: x = 463, y = 30, cpnt = 0, average =  30.40
abnormal pos: x = 464, y = 30, cpnt = 0, average =  30.30
abnormal pos: x = 465, y = 30, cpnt = 0, average =  30.30
abnormal pos: x = 473, y = 30, cpnt = 0, average =  30.50
abnormal pos: x = 474, y = 30, cpnt = 0, average =  31.40
abnormal pos: x = 477, y = 30, cpnt = 0, average =  31.30
abnormal pos: x = 478, y = 30, cpnt = 0, average =  33.80
abnormal pos: x = 479, y = 30, cpnt = 0, average =  31.50
abnormal pos: x = 480, y = 30, cpnt = 0, average =  32.70
abnormal pos: x = 481, y = 30, cpnt = 0, average =  35.10
abnormal pos: x = 482, y = 30, cpnt = 0, average =  30.70
abnormal pos: x = 482, y = 30, cpnt = 2, average =  32.00
abnormal pos: x = 483, y = 30, cpnt = 0, average =  30.40
abnormal pos: x = 483, y = 30, cpnt = 2, average =  30.70
abnormal pos: x = 484, y = 30, cpnt = 0, average =  32.10
abnormal pos: x = 485, y = 30, cpnt = 0, average =  32.00
abnormal pos: x = 542, y = 30, cpnt = 2, average =  31.30
abnormal pos: x = 554, y = 30, cpnt = 1, average =  30.50
abnormal pos: x = 555, y = 30, cpnt = 1, average =  31.30
abnormal pos: x = 556, y = 30, cpnt = 1, average =  32.20
abnormal pos: x = 557, y = 30, cpnt = 1, average =  33.90
abnormal pos: x = 558, y = 30, cpnt = 1, average =  33.10
abnormal pos: x = 559, y = 30, cpnt = 1, average =  31.70
abnormal pos: x = 560, y = 30, cpnt = 1, average =  31.80
abnormal pos: x = 57, y = 31, cpnt = 1, average =  33.70
abnormal pos: x = 58, y = 31, cpnt = 1, average =  33.40
abnormal pos: x = 59, y = 31, cpnt = 1, average =  31.40
abnormal pos: x = 74, y = 31, cpnt = 2, average =  31.80
abnormal pos: x = 75, y = 31, cpnt = 0, average =  30.50
abnormal pos: x = 75, y = 31, cpnt = 1, average =  31.70
abnormal pos: x = 75, y = 31, cpnt = 2, average =  31.50
abnormal pos: x = 76, y = 31, cpnt = 0, average =  30.10
abnormal pos: x = 76, y = 31, cpnt = 1, average =  30.90
abnormal pos: x = 76, y = 31, cpnt = 2, average =  30.60
abnormal pos: x = 78, y = 31, cpnt = 0, average =  30.20
abnormal pos: x = 79, y = 31, cpnt = 0, average =  31.60
abnormal pos: x = 80, y = 31, cpnt = 0, average =  31.20
abnormal pos: x = 111, y = 31, cpnt = 0, average =  31.00
abnormal pos: x = 112, y = 31, cpnt = 0, average =  34.90
abnormal pos: x = 113, y = 31, cpnt = 0, average =  33.50
abnormal pos: x = 114, y = 31, cpnt = 0, average =  31.50
abnormal pos: x = 115, y = 31, cpnt = 0, average =  32.40
abnormal pos: x = 116, y = 31, cpnt = 0, average =  35.10
abnormal pos: x = 117, y = 31, cpnt = 0, average =  34.00
abnormal pos: x = 118, y = 31, cpnt = 0, average =  32.40
abnormal pos: x = 125, y = 31, cpnt = 2, average =  30.10
abnormal pos: x = 126, y = 31, cpnt = 2, average =  30.40
abnormal pos: x = 136, y = 31, cpnt = 1, average =  32.20
abnormal pos: x = 136, y = 31, cpnt = 2, average =  31.20
abnormal pos: x = 137, y = 31, cpnt = 0, average =  31.10
abnormal pos: x = 137, y = 31, cpnt = 1, average =  30.70
abnormal pos: x = 137, y = 31, cpnt = 2, average =  31.00
abnormal pos: x = 138, y = 31, cpnt = 0, average =  31.80
abnormal pos: x = 138, y = 31, cpnt = 1, average =  30.70
abnormal pos: x = 138, y = 31, cpnt = 2, average =  31.30
abnormal pos: x = 139, y = 31, cpnt = 1, average =  31.00
abnormal pos: x = 139, y = 31, cpnt = 2, average =  30.50
abnormal pos: x = 140, y = 31, cpnt = 0, average =  32.90
abnormal pos: x = 140, y = 31, cpnt = 2, average =  30.50
abnormal pos: x = 143, y = 31, cpnt = 0, average =  30.60
abnormal pos: x = 172, y = 31, cpnt = 1, average =  31.00
abnormal pos: x = 172, y = 31, cpnt = 2, average =  32.70
abnormal pos: x = 229, y = 31, cpnt = 1, average =  30.20
abnormal pos: x = 248, y = 31, cpnt = 2, average =  30.10
abnormal pos: x = 250, y = 31, cpnt = 0, average =  31.60
abnormal pos: x = 250, y = 31, cpnt = 2, average =  31.60
abnormal pos: x = 332, y = 31, cpnt = 1, average =  32.60
abnormal pos: x = 333, y = 31, cpnt = 1, average =  30.40
abnormal pos: x = 338, y = 31, cpnt = 0, average =  32.10
abnormal pos: x = 339, y = 31, cpnt = 0, average =  31.70
abnormal pos: x = 340, y = 31, cpnt = 0, average =  30.70
abnormal pos: x = 341, y = 31, cpnt = 0, average =  31.70
abnormal pos: x = 342, y = 31, cpnt = 0, average =  32.40
abnormal pos: x = 395, y = 31, cpnt = 1, average =  31.30
abnormal pos: x = 396, y = 31, cpnt = 0, average =  30.50
abnormal pos: x = 396, y = 31, cpnt = 1, average =  33.60
abnormal pos: x = 397, y = 31, cpnt = 1, average =  30.80
abnormal pos: x = 398, y = 31, cpnt = 0, average =  32.00
abnormal pos: x = 398, y = 31, cpnt = 1, average =  33.70
abnormal pos: x = 399, y = 31, cpnt = 0, average =  32.70
abnormal pos: x = 399, y = 31, cpnt = 1, average =  36.10
abnormal pos: x = 400, y = 31, cpnt = 0, average =  30.70
abnormal pos: x = 400, y = 31, cpnt = 1, average =  35.70
abnormal pos: x = 401, y = 31, cpnt = 0, average =  34.80
abnormal pos: x = 401, y = 31, cpnt = 1, average =  35.80
abnormal pos: x = 401, y = 31, cpnt = 2, average =  33.80
abnormal pos: x = 402, y = 31, cpnt = 1, average =  32.00
abnormal pos: x = 403, y = 31, cpnt = 1, average =  31.00
abnormal pos: x = 403, y = 31, cpnt = 2, average =  32.30
abnormal pos: x = 406, y = 31, cpnt = 2, average =  33.30
abnormal pos: x = 407, y = 31, cpnt = 2, average =  30.80
abnormal pos: x = 464, y = 31, cpnt = 0, average =  33.20
abnormal pos: x = 464, y = 31, cpnt = 1, average =  34.00
abnormal pos: x = 465, y = 31, cpnt = 0, average =  34.60
abnormal pos: x = 465, y = 31, cpnt = 1, average =  34.80
abnormal pos: x = 465, y = 31, cpnt = 2, average =  32.70
abnormal pos: x = 466, y = 31, cpnt = 0, average =  34.70
abnormal pos: x = 466, y = 31, cpnt = 1, average =  36.60
abnormal pos: x = 466, y = 31, cpnt = 2, average =  35.90
abnormal pos: x = 467, y = 31, cpnt = 0, average =  31.90
abnormal pos: x = 467, y = 31, cpnt = 1, average =  33.30
abnormal pos: x = 467, y = 31, cpnt = 2, average =  33.60
abnormal pos: x = 468, y = 31, cpnt = 1, average =  37.70
abnormal pos: x = 468, y = 31, cpnt = 2, average =  36.70
abnormal pos: x = 469, y = 31, cpnt = 0, average =  32.20
abnormal pos: x = 469, y = 31, cpnt = 1, average =  38.30
abnormal pos: x = 469, y = 31, cpnt = 2, average =  40.50
abnormal pos: x = 470, y = 31, cpnt = 1, average =  36.70
abnormal pos: x = 470, y = 31, cpnt = 2, average =  37.30
abnormal pos: x = 471, y = 31, cpnt = 1, average =  33.90
abnormal pos: x = 471, y = 31, cpnt = 2, average =  37.00
abnormal pos: x = 472, y = 31, cpnt = 2, average =  33.00
abnormal pos: x = 473, y = 31, cpnt = 2, average =  30.70
abnormal pos: x = 474, y = 31, cpnt = 2, average =  30.40
abnormal pos: x = 475, y = 31, cpnt = 2, average =  33.50
abnormal pos: x = 476, y = 31, cpnt = 2, average =  30.50
abnormal pos: x = 2, y = 32, cpnt = 0, average =  32.33
abnormal pos: x = 2, y = 32, cpnt = 1, average =  36.00
abnormal pos: x = 3, y = 32, cpnt = 1, average =  34.75
abnormal pos: x = 4, y = 32, cpnt = 0, average =  32.00
abnormal pos: x = 4, y = 32, cpnt = 1, average =  40.20
abnormal pos: x = 4, y = 32, cpnt = 2, average =  36.40
abnormal pos: x = 5, y = 32, cpnt = 1, average =  36.50
abnormal pos: x = 5, y = 32, cpnt = 2, average =  31.67
abnormal pos: x = 6, y = 32, cpnt = 1, average =  34.14
abnormal pos: x = 7, y = 32, cpnt = 1, average =  33.88
abnormal pos: x = 8, y = 32, cpnt = 1, average =  34.56
abnormal pos: x = 9, y = 32, cpnt = 1, average =  30.30
abnormal pos: x = 29, y = 32, cpnt = 2, average =  30.30
abnormal pos: x = 32, y = 32, cpnt = 2, average =  30.20
abnormal pos: x = 82, y = 32, cpnt = 2, average =  30.50
abnormal pos: x = 83, y = 32, cpnt = 2, average =  31.40
abnormal pos: x = 84, y = 32, cpnt = 0, average =  30.60
abnormal pos: x = 84, y = 32, cpnt = 2, average =  30.60
abnormal pos: x = 85, y = 32, cpnt = 0, average =  30.70
abnormal pos: x = 85, y = 32, cpnt = 2, average =  31.00
abnormal pos: x = 86, y = 32, cpnt = 0, average =  31.10
abnormal pos: x = 153, y = 32, cpnt = 0, average =  30.90
abnormal pos: x = 247, y = 32, cpnt = 0, average =  31.30
abnormal pos: x = 248, y = 32, cpnt = 0, average =  30.50
abnormal pos: x = 249, y = 32, cpnt = 0, average =  33.50
abnormal pos: x = 249, y = 32, cpnt = 2, average =  30.10
abnormal pos: x = 250, y = 32, cpnt = 0, average =  31.60
abnormal pos: x = 252, y = 32, cpnt = 0, average =  30.10
abnormal pos: x = 254, y = 32, cpnt = 0, average =  30.10
abnormal pos: x = 334, y = 32, cpnt = 1, average =  30.70
abnormal pos: x = 335, y = 32, cpnt = 0, average =  30.30
abnormal pos: x = 336, y = 32, cpnt = 0, average =  32.80
abnormal pos: x = 336, y = 32, cpnt = 1, average =  31.10
abnormal pos: x = 337, y = 32, cpnt = 0, average =  34.70
abnormal pos: x = 337, y = 32, cpnt = 1, average =  30.30
abnormal pos: x = 338, y = 32, cpnt = 0, average =  38.90
abnormal pos: x = 338, y = 32, cpnt = 1, average =  32.20
abnormal pos: x = 338, y = 32, cpnt = 2, average =  31.20
abnormal pos: x = 339, y = 32, cpnt = 0, average =  38.20
abnormal pos: x = 339, y = 32, cpnt = 1, average =  33.50
abnormal pos: x = 339, y = 32, cpnt = 2, average =  31.20
abnormal pos: x = 340, y = 32, cpnt = 0, average =  37.70
abnormal pos: x = 340, y = 32, cpnt = 1, average =  35.10
abnormal pos: x = 340, y = 32, cpnt = 2, average =  31.40
abnormal pos: x = 341, y = 32, cpnt = 0, average =  33.80
abnormal pos: x = 341, y = 32, cpnt = 1, average =  31.30
abnormal pos: x = 342, y = 32, cpnt = 0, average =  33.30
abnormal pos: x = 342, y = 32, cpnt = 1, average =  31.30
abnormal pos: x = 389, y = 32, cpnt = 1, average =  30.50
abnormal pos: x = 389, y = 32, cpnt = 2, average =  30.40
abnormal pos: x = 390, y = 32, cpnt = 2, average =  30.20
abnormal pos: x = 439, y = 32, cpnt = 2, average =  30.10
abnormal pos: x = 441, y = 32, cpnt = 0, average =  30.60
abnormal pos: x = 468, y = 32, cpnt = 0, average =  30.80
abnormal pos: x = 474, y = 32, cpnt = 0, average =  31.60
abnormal pos: x = 474, y = 32, cpnt = 1, average =  31.00
abnormal pos: x = 474, y = 32, cpnt = 2, average =  31.90
abnormal pos: x = 475, y = 32, cpnt = 0, average =  31.20
abnormal pos: x = 475, y = 32, cpnt = 1, average =  30.10
abnormal pos: x = 496, y = 32, cpnt = 1, average =  32.00
abnormal pos: x = 497, y = 32, cpnt = 1, average =  31.50
abnormal pos: x = 499, y = 32, cpnt = 1, average =  30.30
abnormal pos: x = 499, y = 32, cpnt = 2, average =  30.10
abnormal pos: x = 501, y = 32, cpnt = 0, average =  30.40
abnormal pos: x = 501, y = 32, cpnt = 2, average =  30.60
abnormal pos: x = 504, y = 32, cpnt = 2, average =  30.50
abnormal pos: x = 529, y = 32, cpnt = 0, average =  32.90
abnormal pos: x = 530, y = 32, cpnt = 0, average =  37.10
abnormal pos: x = 531, y = 32, cpnt = 0, average =  38.10
abnormal pos: x = 532, y = 32, cpnt = 0, average =  36.80
abnormal pos: x = 533, y = 32, cpnt = 0, average =  36.80
abnormal pos: x = 534, y = 32, cpnt = 0, average =  37.70
abnormal pos: x = 535, y = 32, cpnt = 0, average =  41.40
abnormal pos: x = 535, y = 32, cpnt = 1, average =  30.50
abnormal pos: x = 536, y = 32, cpnt = 0, average =  40.00
abnormal pos: x = 536, y = 32, cpnt = 1, average =  30.10
abnormal pos: x = 537, y = 32, cpnt = 0, average =  31.80
abnormal pos: x = 551, y = 32, cpnt = 2, average =  31.90
abnormal pos: x = 552, y = 32, cpnt = 2, average =  32.20
abnormal pos: x = 553, y = 32, cpnt = 2, average =  32.60
abnormal pos: x = 95, y = 33, cpnt = 0, average =  30.40
abnormal pos: x = 96, y = 33, cpnt = 0, average =  33.10
abnormal pos: x = 97, y = 33, cpnt = 0, average =  38.90
abnormal pos: x = 97, y = 33, cpnt = 2, average =  34.10
abnormal pos: x = 98, y = 33, cpnt = 0, average =  44.00
abnormal pos: x = 98, y = 33, cpnt = 1, average =  33.40
abnormal pos: x = 98, y = 33, cpnt = 2, average =  39.30
abnormal pos: x = 99, y = 33, cpnt = 0, average =  41.10
abnormal pos: x = 99, y = 33, cpnt = 1, average =  31.80
abnormal pos: x = 99, y = 33, cpnt = 2, average =  37.40
abnormal pos: x = 100, y = 33, cpnt = 0, average =  42.00
abnormal pos: x = 100, y = 33, cpnt = 1, average =  37.40
abnormal pos: x = 100, y = 33, cpnt = 2, average =  42.50
abnormal pos: x = 101, y = 33, cpnt = 0, average =  39.60
abnormal pos: x = 101, y = 33, cpnt = 1, average =  36.70
abnormal pos: x = 101, y = 33, cpnt = 2, average =  40.80
abnormal pos: x = 102, y = 33, cpnt = 0, average =  40.60
abnormal pos: x = 102, y = 33, cpnt = 1, average =  38.40
abnormal pos: x = 102, y = 33, cpnt = 2, average =  42.10
abnormal pos: x = 103, y = 33, cpnt = 0, average =  43.00
abnormal pos: x = 103, y = 33, cpnt = 1, average =  41.30
abnormal pos: x = 103, y = 33, cpnt = 2, average =  41.60
abnormal pos: x = 104, y = 33, cpnt = 0, average =  38.30
abnormal pos: x = 104, y = 33, cpnt = 1, average =  36.70
abnormal pos: x = 104, y = 33, cpnt = 2, average =  36.40
abnormal pos: x = 105, y = 33, cpnt = 0, average =  41.50
abnormal pos: x = 105, y = 33, cpnt = 1, average =  38.20
abnormal pos: x = 105, y = 33, cpnt = 2, average =  41.00
abnormal pos: x = 106, y = 33, cpnt = 0, average =  40.80
abnormal pos: x = 106, y = 33, cpnt = 1, average =  36.20
abnormal pos: x = 106, y = 33, cpnt = 2, average =  39.50
abnormal pos: x = 107, y = 33, cpnt = 0, average =  36.40
abnormal pos: x = 107, y = 33, cpnt = 1, average =  32.70
abnormal pos: x = 107, y = 33, cpnt = 2, average =  32.90
abnormal pos: x = 108, y = 33, cpnt = 0, average =  36.60
abnormal pos: x = 108, y = 33, cpnt = 1, average =  37.50
abnormal pos: x = 108, y = 33, cpnt = 2, average =  34.40
abnormal pos: x = 109, y = 33, cpnt = 0, average =  32.50
abnormal pos: x = 109, y = 33, cpnt = 1, average =  30.90
abnormal pos: x = 109, y = 33, cpnt = 2, average =  30.10
abnormal pos: x = 110, y = 33, cpnt = 0, average =  30.60
abnormal pos: x = 110, y = 33, cpnt = 1, average =  30.50
abnormal pos: x = 110, y = 33, cpnt = 2, average =  31.30
abnormal pos: x = 111, y = 33, cpnt = 0, average =  31.10
abnormal pos: x = 111, y = 33, cpnt = 1, average =  30.70
abnormal pos: x = 112, y = 33, cpnt = 1, average =  30.80
abnormal pos: x = 112, y = 33, cpnt = 2, average =  31.50
abnormal pos: x = 113, y = 33, cpnt = 0, average =  30.40
abnormal pos: x = 113, y = 33, cpnt = 1, average =  32.10
abnormal pos: x = 113, y = 33, cpnt = 2, average =  34.20
abnormal pos: x = 116, y = 33, cpnt = 2, average =  30.20
abnormal pos: x = 119, y = 33, cpnt = 0, average =  34.00
abnormal pos: x = 119, y = 33, cpnt = 2, average =  32.10
abnormal pos: x = 120, y = 33, cpnt = 0, average =  34.10
abnormal pos: x = 120, y = 33, cpnt = 2, average =  34.50
abnormal pos: x = 121, y = 33, cpnt = 0, average =  33.40
